,Gender Identity,Income Range,Racial Or Ethnic Identity,Education Level,Age Range,Favorite Mobile Gaming Genres,Mobile Gaming Frequency,Explanation
3613,Male,$61-100k,Black,Bachelor's Degree,25-34,Adventure; Action; Role Playing; Strategy; Simulation,Daily,I like the design of the characters shown in option F the best compared to the other options shown.  I like the characters and I get a a superhero vibe from looking at them.
3614,Female,$0-30k,White,High School,25-34,Role Playing; Simulation; Action; Adventure; Puzzle,Weekly,I like B and H the best. I think the characters could have interesting stories and backgrounds and fit the setting  and name well.
3615,Male,$31-60k,Other,Bachelor's Degree,35-44,Board; Card; Role Playing; Simulation; Trivia,Daily,I like the items they are holding in H and E. I like the guitar and the motorcycle
3616,Female,$61-100k,White,Bachelor's Degree,25-34,Card; Puzzle; Music; Family; Trivia,Daily,"I chose f as my first opinion because it's more colorful and vibrant. The colors or the characters make their features stand out more. It makes it seem like their ""strength"" is more clearly noticeable, especially for younger kids."
3617,Male,$0-30k,White,High School,45-54,Role Playing; Adventure; Action,Daily,I like the art style in the first one I chose. What I really like about it are the poses and the facial expressions. I would say this is some kind of zombie hunting theme
3618,Female,$61-100k,Black,Bachelor's Degree,35-44,Adventure; Puzzle; Strategy; Word; Card,Daily,My choices are based on the theme I like best and feel would best fit this type of game. My favorite was Option C. I like the color and characters used in this theme.
3619,Male,$101k+,White,Bachelor's Degree,25-34,Strategy; Action,Never,"I like the darker theme in Option H most of all, and the art style feels less cartoon-y and more like an action game that i'd want to play personally."
3620,Male,$0-30k,White,Graduate Degree,25-34,Educational,Daily,"F looks clean, colorful, 2D.  B is similarly good. D seems similar to some anime style. B's style is a bit too blocky. E and H are 3D and C is too flat in colors."
3621,Female,$101k+,Other,Bachelor's Degree,25-34,Arcade; Casino; Puzzle; Role Playing; Simulation,Daily,More than likely I would use all of these based on the type of game.
3622,Male,$0-30k,White,Bachelor's Degree,25-34,Strategy; Arcade; Puzzle; Trivia; Simulation,Daily,"I like the wasteland aspect of my first few choices, D having a more anime style than E it looks like. I even like the more bold look of B, and then it starts to get more unique with F, which I still think is a good choice."
3623,Male,$61-100k,White,Associate Degree,35-44,Puzzle; Trivia,Rarely,I like option E because the characters have a sexy and fun look to them.  I think the theme is a fun loving superhero theme.
3624,Female,$101k+,White,Graduate Degree,35-44,Adventure; Role Playing; Simulation; Strategy; Puzzle,Daily,Option E is my favorite because it shows women being bad ass and strong. I would image that the theme of choice E would be based around street fighting villains which are mainly male characters to protect the city and citizen freedom.
3625,Female,$0-30k,White,High School,45-54,Adventure; Role Playing; Simulation,Daily,"I love the look of the characters in Modern Warfare and I would be intrigued to play it.  I, also, like the name Brawl Tribes and their characters as well."
3626,Female,$0-30k,Other,Bachelor's Degree,35-44,Puzzle; Simulation; Role Playing,Daily,I like Option G and Option D because they look more realistic and they also have nice colors.
3627,Male,$101k+,White,Graduate Degree,35-44,Puzzle; Board; Card; Strategy; Trivia,Weekly,"I chose Option A as my top choice, and ranked all choices based on which looked most appropriate for an all-ages game."
3628,Female,$0-30k,White,High School,45-54,Educational; Music; Role Playing; Trivia; Word,Never,I had a hard time choosing the best one as most of them seem rather sexist. The ones which actually have females have them dressed scantily and there is no diversity. I'm not sure thigh highs are all age friendly. Seriously needing a look over
3629,Female,$61-100k,Asian,Bachelor's Degree,35-44,Puzzle; Arcade; Word,Daily,"H and E are way too sexualized to be a family friendly game. And frankly, I'm tired of seeing female characters made that way. I like A and G best because they look fun and are truly family friendly."
3630,Male,$31-60k,White,Bachelor's Degree,35-44,Puzzle,Weekly,I like the more classic animation style of F and B over the other choices.  I like these choices because they are more familiar and remind me more of my childhood.  I really like the theme of big guns and attitude that F portrays.
3631,Female,$0-30k,White,Bachelor's Degree,21-24,Action; Adventure; Arcade; Casino; Strategy,Daily,"I chose Option F first because I think they are the most colorful, unique, and diverse set of characters, which was my same reasoning when choosing options A & B. I Chose option E last because its just unrealistic half-dressed women which makes it appealing only to preteen boys"
3632,Male,$101k+,White,Bachelor's Degree,35-44,Arcade; Strategy; Trivia; Role Playing; Simulation,Daily,"Option E is last because it's a bit too sexualized for my tastes if you're making something that is meant to appeal to kids of all ages. Option F is the one that would appeal to both boys and girls the most in my opinion, and the cold and vivid colors are also a very nice touch that makes it stand out in a positive way to me."
3633,Male,$0-30k,White,Bachelor's Degree,35-44,Puzzle; Sports; Trivia; Family,Daily,"I like the more cartoonish characters, they look more fun and have more a variety that is noticeable.    The themes I like are the more upbeat ones, not the ones about zombies or death."
3634,Male,$101k+,White,Bachelor's Degree,35-44,Racing; Arcade; Board; Adventure; Action,Daily,This has a unique clan of characters that almost look like a family and it seems very familiar but also very unique and fresh at the same time as they look to have the most interesting designs and mood to them.
3635,Female,$61-100k,White,Bachelor's Degree,35-44,Arcade; Puzzle; Trivia; Word; Educational,Daily,"I love the theme of the first four, they are fun like in a cartoon way and also in an armageddon way as well. The other choices are kind of bland and the pictures aren't that exciting to look at."
3636,Male,$0-30k,Other,Bachelor's Degree,25-34,Action; Adventure; Arcade; Role Playing; Puzzle,Weekly,The first 4 seem better suited for an all ages and causal type of game. The rest seem a little too much and would feel a little too hardcore for the average person I feel. It would not be suitable for all ages.
3637,Male,$31-60k,White,High School,25-34,Card; Role Playing; Simulation; Music; Strategy,Weekly,I like the character design in Option D the most.
3638,Male,$61-100k,Black,Bachelor's Degree,35-44,Adventure; Racing; Strategy; Action; Simulation,Daily,"I think Option F is the best out of the eight choices. Option F should easily appeal to people of all ages since they don't look too childish, nor do they look too adult orientated. They have a good mix of color, humor and personality about them."
3639,Male,$61-100k,White,Bachelor's Degree,35-44,Arcade; Casino; Puzzle; Sports; Word,Daily,"H is very attractive.  The art is very good, the characters look very adult themed, dangerous and cool.  The theme is bad guys saving the world from worse people"
3640,Male,$31-60k,White,High School,21-24,Action; Adventure; Role Playing,Daily,I just selected in order of design and color schemes / character artwork that seemed the most unique and appealing to me and that I feel would stick out among other mobile games.
3641,Male,$31-60k,Hispanic,Bachelor's Degree,35-44,Action; Adventure; Role Playing; Strategy,Daily,"I really like the art style of H the most, and i like how the center character's skin is purple, really makes her stand out.  If I had to pick a theme for it, probably fantasy rock.  Something like the old heavy metal cartoon."
